PS1_mean,PS1_std,PS1_min,PS1_max,PS1_rms,PS2_mean,PS2_std,PS2_min,PS2_max,PS2_rms,PS3_mean,PS3_std,PS3_min,PS3_max,PS3_rms,PS4_mean,PS4_std,PS4_min,PS4_max,PS4_rms,PS5_mean,PS5_std,PS5_min,PS5_max,PS5_rms,PS6_mean,PS6_std,PS6_min,PS6_max,PS6_rms,FS1_mean,FS1_std,FS1_min,FS1_max,FS1_rms,FS2_mean,FS2_std,FS2_min,FS2_max,FS2_rms,TS1_mean,TS1_std,TS1_min,TS1_max,TS1_rms,TS2_mean,TS2_std,TS2_min,TS2_max,TS2_rms,TS3_mean,TS3_std,TS3_min,TS3_max,TS3_rms,TS4_mean,TS4_std,TS4_min,TS4_max,TS4_rms,EPS1_mean,EPS1_std,EPS1_min,EPS1_max,EPS1_rms,VS1_mean,VS1_std,VS1_min,VS1_max,VS1_rms,CE_mean,CE_std,CE_min,CE_max,CE_rms,CP_mean,CP_std,CP_min,CP_max,CP_rms,SE_mean,SE_std,SE_min,SE_max,SE_rms,cooler_condition,valve_condition,pump_condition,accumulator_condition,system_state
160.67349166666625,13.93930855334731,145.83,191.51,161.27691360901838,109.46691350000005,47.114507712259,0.0,156.99,119.17387308206001,1.9914753333333262,0.9457048337952314,0.0,10.039,2.204582177269241,0.0,0.0,0.0,0.0,0.0,9.842169500000013,0.08815395409747939,9.681,10.016,9.84256421321025,9.72809749999997,0.08536617142807437,9.568,9.887,9.728471983727372,6.709815000000007,3.015427901612756,0.0,18.71,7.355220464971351,10.304591666666655,0.09177151854787625,10.148,10.446,10.304999630842621,35.62198333333334,0.3082298554412129,35.156,36.152,35.62329460923942,40.97876666666664,0.15430174781424608,40.773,41.25,40.979052328394985,38.471016666666664,0.08465893520907608,38.316,38.613,38.47110826386472,31.745250000000006,1.1164783712145214,30.363,33.594,31.764550148186686,2538.929166666707,185.61612099536987,2339.8,2951.6,2545.704011761819,0.5769500000000001,0.02707830766061112,0.532,0.624,0.5775745117875846,39.60135,6.370535064734905,28.866,47.438,40.10204787227206,1.8627499999999997,0.2793851375516346,1.383,2.188,1.8832399431122246,59.15718333333337,23.76398403544754,0.0,79.568,63.67799589771963,3,100,0,130,1
160.60332000000074,14.118967490038504,145.73,191.47,161.22263617060756,109.3548903333334,47.04561102371902,0.0,157.56,119.04374269496333,1.9762343333333219,0.9419670261749908,0.0,9.992,2.18921358825489,0.0,0.0,0.0,0.0,0.0,9.635142166666707,0.03839180394833367,9.557,9.745,9.635218640842272,9.529487833333397,0.03631606616107796,9.454,9.637,9.529557020265932,6.715314999999993,3.0062481343890304,0.0,18.712,7.3564883503158836,10.403098333333327,0.019161870804023092,10.352,10.453,10.403115951402892,36.676966666666665,0.5857401797658159,35.648,37.488,36.681565632253665,41.53276666666667,0.33823446720028405,41.031,42.105,41.53412094691945,38.97896666666667,0.1769205477777774,38.668,39.254,38.97936148271288,34.49386666666666,0.43531249117358356,33.648,35.148,34.49656760171945,2531.498900000043,189.94008895356612,2332.0,2947.4,2538.613382384158,0.5658500000000001,0.02724081247699449,0.524,0.626,0.5664944100930447,25.786433333333324,1.6861293491072695,23.32,29.208,25.840584211017106,1.2555500000000002,0.0746050448151089,1.147,1.414,1.2577276931037178,59.33561666666665,23.85791812211936,0.0,80.441,63.8782356627305,3,100,0,130,1
160.34771999999944,14.19261854410441,145.37,191.41,160.97449536681438,109.15884466666672,46.992060267562614,0.0,156.97,118.842496838731,1.9722239999999964,0.943500834902427,0.0,10.914,2.186255466774152,0.0,0.0,0.0,0.0,0.0,9.5305478333333,0.035816651398362,9.455,9.64,9.530615122969037,9.427948833333366,0.03603099018920461,9.348,9.536,9.428017671803266,6.718521666666663,3.014248300027873,0.0,18.698,7.362681806131056,10.366249999999996,0.026361190297921,10.296,10.443,10.366283462102826,37.88080000000001,0.559169080884261,36.879,38.621,37.88485802445791,42.44245000000001,0.39058823196449827,41.832,43.039,42.4442172564964,39.63194999999999,0.2511332568814099,39.234,40.062,39.63273240117735,35.64615,0.29388922304795156,35.098,36.141,35.64734129192995,2519.9280000000276,190.73684957806262,2318.6,2939.8,2527.1350592215335,0.5765333333333332,0.03672918142787259,0.529,0.662,0.5776826406716178,22.21823333333334,0.6383451159096074,21.22,23.554,22.227248717133964,1.113216666666666,0.023263480995384125,1.076,1.159,1.1134556644369216,59.543150000000004,23.923380524559676,0.0,80.824,64.09505476542893,3,100,0,130,1
160.1880883333334,14.227802960812765,145.14,191.34,160.81859433095053,109.06480716666653,46.97222148961298,0.0,156.44,118.74828008174639,1.9465754999999827,0.9355342055075784,0.0,10.297,2.159683901909391,0.0,0.0,0.0,0.0,0.0,9.438826666666722,0.037068580165617426,9.363,9.535,9.438899442943608,9.337429500000049,0.0373749003603509,9.257,9.431,9.3375042874332,6.720564999999993,3.020175558326622,0.0,18.896,7.366970333069988,10.302678333333336,0.026749656148487736,10.241,10.382,10.302713001518898,38.879049999999985,0.5161757493696195,37.887,39.473,38.88241923650498,43.40398333333333,0.39847576076959057,42.805,43.988,43.405781939161045,40.403383333333345,0.2854337817871432,40.023,40.934,40.40437475509304,36.579466666666654,0.26239674105734295,36.105,36.988,36.580392099228966,2511.541633333386,191.27060661313834,2310.8,2929.6,2518.813157721968,0.5692666666666667,0.033463801169331675,0.527,0.645,0.5702330225442929,20.45981666666667,0.4557550446615631,19.673,21.565,20.464807568522765,1.0621500000000001,0.024621077507434946,1.022,1.107,1.0624305702805554,59.79489999999999,24.023004578380316,0.0,80.93,64.36549077339504,3,100,0,130,1
160.0004716666663,14.27643404667445,144.95,191.41,160.63602812948344,108.93143433333374,46.874946219750896,0.0,158.13,118.58731702389007,1.9227069999999837,0.9303354813375868,0.0,11.102,2.135926511298221,0.0,0.0,0.0,0.0,0.0,9.358761999999949,0.029779089224249895,9.29,9.443,9.35880936973296,9.260636166666663,0.028592447370707222,9.195,9.342,9.260680299155537,6.690308333333334,3.01155025329881,0.0,18.876,7.335839747318179,10.23775,0.0291704592494079,10.179,10.312,10.23779148840218,39.80391666666669,0.5353736630051458,38.789,40.391,39.8074569632793,44.332750000000004,0.37276891669536666,43.742,44.887,44.3342910542543,41.310550000000006,0.2935792807195303,40.859,41.777,41.31157578229941,37.427899999999994,0.23957056920063982,36.992,37.781,37.428653941866514,2503.4495000000343,191.25836911634178,2301.8,2923.8,2510.7435285548568,0.5773666666666666,0.0334835991558461,0.524,0.66,0.5783206146536135,19.787016666666677,0.29015644474899843,19.133,20.46,19.789108523377195,1.0704666666666671,0.021477198525347192,1.016,1.106,1.070678507614058,59.455266666666674,23.972261687962575,0.0,81.1,64.03140044280359,3,100,0,130,1
159.9202100000004,14.276070682144542,144.71,191.28,160.55605187244277,108.88768166666719,46.84425876169337,0.0,156.55,118.534999333153,1.91328449999999,0.9326029533539539,0.0,11.453,2.1284409525518706,0.0,0.0,0.0,0.0,0.0,9.301159666666644,0.031070839588500782,9.233,9.381,9.30121155446966,9.206877000000002,0.030226381578965525,9.141,9.287,9.206926608537737,6.699023333333328,3.0048574769668686,0.0,18.96,7.341051250558964,10.178720000000004,0.022447154041011573,10.126,10.256,10.178744710097279,40.65944999999999,0.5104791177521536,39.633,41.227,40.662600999977045,45.17061666666665,0.36996967771613154,44.605,45.687,45.1721065074086,42.12411666666665,0.2663306274301633,41.746,42.609,42.124944566729106,38.21206666666665,0.2129950159890089,37.824,38.586,38.21265038832036,2501.007066666737,191.5185712942411,2297.0,2920.6,2508.328048210587,0.5726833333333334,0.03073147322091283,0.525,0.643,0.5734935774124531,19.149683333333336,0.2772857237559662,18.588,19.651,19.151657309051174,1.0720833333333333,0.02113178316865394,1.024,1.109,1.0722881064962593,59.56333333333331,23.982168019965442,0.0,80.946,64.13539834599922,3,100,0,130,1
159.67267499999937,14.371118645959022,144.49,191.19,160.31798954354173,108.67646550000013,46.7893887096043,0.0,155.04,118.31929755922424,1.8880996666666647,0.9157996183063395,0.0,10.312,2.0984445455304734,0.0,0.0,0.0,0.0,0.0,9.233941833333331,0.02551527558516502,9.17,9.302,9.233977079361184,9.14332016666673,0.025541581562300946,9.075,9.208,9.143355835459602,6.6985733333333295,3.0125156977745005,0.0,19.208,7.343773560870006,10.140809999999998,0.017606643343248598,10.091,10.2,10.140825258988201,41.46363333333333,0.5104826883854562,40.539,42.062,41.46672326778023,45.94723333333334,0.3421609476902551,45.363,46.457,45.948486088952556,42.88811666666665,0.20194965740078374,42.598,43.203,42.88858420547361,38.93209999999999,0.19430691256665655,38.562,39.242,38.932576800583504,2494.4169000000775,193.34185518544888,2290.0,2921.6,2501.897382746447,0.5730333333333333,0.03288808277629701,0.518,0.649,0.5739606258272427,18.666383333333332,0.2382952940683917,18.348,19.415,18.667878963163794,1.0816833333333336,0.012652448904336125,1.053,1.11,1.0817560954300187,59.789899999999975,24.04009519263987,0.0,80.848,64.36712061241619,3,100,0,130,1
159.61445166666644,14.387503982431117,144.41,191.17,160.26147057745982,108.6517446666669,46.806641202471624,0.0,159.09,118.30341557265902,1.8748941666666623,0.917559658144189,0.0,10.398,2.087343657179286,0.0,0.0,0.0,0.0,0.0,9.194159166666767,0.026466895965889834,9.125,9.26,9.194197254890343,9.105058166666646,0.027312679235965264,9.04,9.172,9.1050991250233,6.678026666666669,3.0047145452526727,0.0,19.333,7.321837370268928,10.095978333333333,0.018820774864487425,10.049,10.156,10.095995846786652,42.215266666666665,0.4825752199790752,41.227,42.734,42.21797883919441,46.66523333333335,0.32350843473491164,46.187,47.117,46.66633599787609,43.51988333333331,0.159287937946165,43.273,43.875,43.52016998032828,39.55896666666667,0.17140041004901857,39.227,39.828,39.5593317966823,2489.421533333364,192.12302669352226,2285.0,2913.0,2496.822916454677,0.5720000000000002,0.03794911847751326,0.525,0.669,0.5732365422173759,18.178433333333334,0.33560248714592544,17.418,18.788,18.18147932191804,1.0786999999999998,0.018538370652262798,1.033,1.105,1.0788566324277444,59.59061666666667,23.962330519699265,0.0,81.01,64.15344878167761,3,100,0,130,1
159.47574499999968,14.430290295924257,144.12,191.14,160.12717388308266,108.52973849999994,46.76966521659664,0.0,167.22,118.17673695114436,1.8581203333333367,0.9143539161801051,0.0,10.789,2.0708729841944966,0.0,0.0,0.0,0.0,0.0,9.144616166666712,0.023758021366170768,9.085,9.206,9.14464702354152,9.057066833333351,0.024531870469867368,9.0,9.119,9.05710005111095,6.6716516666666665,3.0138335806328356,0.0,19.577,7.3197670836122475,10.039710000000001,0.01930717945819768,9.991,10.098,10.039728533680591,42.89198333333331,0.45551369741323255,41.977,43.41,42.89436173651886,47.339433333333325,0.31305191894444984,46.855,47.789,47.340451164587215,44.201249999999966,0.17751052726003494,43.875,44.457,44.201600495721124,40.08053333333334,0.17870138586685438,39.789,40.402,40.08092506708563,2484.4190666666937,193.52966557706847,2279.8,2909.4,2491.9441382155405,0.5670666666666666,0.032561736235444595,0.516,0.65,0.5679852110750773,18.334866666666663,0.3587938583202917,17.587,19.081,18.338318438904555,1.1150833333333332,0.022854952856142495,1.073,1.168,1.1153136255481384,59.608883333333324,23.99526272461809,0.0,81.186,64.18251627130762,3,100,0,130,1
159.43799666666678,14.415517657887966,144.16,191.16,160.08824846283937,108.51088516666725,46.75187690994249,0.0,162.14,118.15238425266732,1.8410633333333353,0.9115543885159895,0.0,10.758,2.054338606948711,0.0,0.0,0.0,0.0,0.0,9.104831499999985,0.02396090834264775,9.052,9.173,9.104863023287837,9.019264666666755,0.023900679738678612,8.965,9.087,9.019296329241383,6.659990000000001,3.0106461327752654,0.0,19.432,7.30782801430539,9.99776166666668,0.015677089944803234,9.962,10.053,9.997773937482286,43.532833333333336,0.4566669285330603,42.641,44.012,43.53518860607666,47.98141666666667,0.31789638497774786,47.449,48.422,47.98245220025754,44.79713333333333,0.17485271929920795,44.527,45.129,44.79746888832001,40.612549999999985,0.1664479788432921,40.375,40.918,40.61288540209048,2480.434866666682,192.79525118407025,2274.0,2905.4,2487.914978783079,0.5716833333333334,0.03181434047543662,0.516,0.653,0.5725531561930881,18.205733333333335,0.2438982051251645,17.72,18.746,18.207339759009272,1.1291333333333335,0.015200877167672471,1.108,1.163,1.129233943875227,59.47373333333334,23.969264811891893,0.0,80.907,64.04744479394424,3,100,0,130,1
